codigo,equipo,slot,jugador_tipo,tier,estado,repetidas,notas,posicion,club,nacimiento,altura,peso,conf_bio,orden_album,pagina,fecha_estado
GHA9,Ghana,9,Abdul Fatawu Issahaku,base,pegada,1,,DEL,Leicester City (ENG),08-03-2004,1.80,70,high,47,102-103,2026-06-13
GHA10,Ghana,10,Thomas Partey,base,perdida,0,,MED,Villarreal (ESP),13-06-1993,1.85,77,high,47,102-103,2026-06-06
GHA11,Ghana,11,Salis Abdul Samed,base,pegada,0,,MED,OGC Nice (FRA),26-03-2000,1.77,72,high,47,102-103,
GHA12,Ghana,12,Kamaldeen Sulemana,base,falta,0,,DEL,Atalanta (ITA),15-02-2002,1.75,70,high,47,102-103,
GHA13,Ghana,13,Foto equipo,base,pegada,1,,,,,,,,47,102-103,2026-06-12
GHA14,Ghana,14,Mohammed Kudus,base,pegada,1,,MED,Tottenham Hotspur (ENG),02-08-2000,1.77,73,high,47,102-103,2026-06-13
GHA15,Ghana,15,Iñaki Williams,base,pegada,0,,DEL,Athletic Club (ESP),15-06-1994,1.86,78,high,47,102-103,
GHA16,Ghana,16,Jordan Ayew,base,pegada,0,,DEL,Leicester City (ENG),11-09-1991,1.81,76,high,47,102-103,
GHA17,Ghana,17,André Ayew,base,falta,0,,DEL,Le Havre (FRA),17-12-1989,1.76,72,med,47,102-103,
GHA18,Ghana,18,Joseph Paintsil,base,pegada,0,,DEL,LA Galaxy (USA),01-02-1998,1.67,65,high,47,102-103,2026-06-13
GHA19,Ghana,19,Osman Bukari,base,pegada,0,,DEL,Widzew Lodz (POL),13-12-1998,1.70,68,high,47,102-103,2026-06-13
GHA20,Ghana,20,Antoine Semenyo,base,pegada,1,,DEL,AFC Bournemouth (ENG),07-01-2000,1.85,80,high,47,102-103,2026-06-09
HAI1,Haiti,1,Escudo (foil),T2,falta,0,escudo foil,,,,,,,11,28-29,
HAI2,Haiti,2,Johny Placide,base,pegada,0,,POR,SC Bastia (FRA),29-01-1988,1.81,78,high,11,28-29,2026-06-09
HAI3,Haiti,3,Carlens Arcus,base,pegada,1,,DEF,Angers SCO (FRA),28-06-1996,1.80,73,high,11,28-29,2026-06-12
HAI4,Haiti,4,Martin Experience,base,falta,0,,DEF,AS Nancy (FRA),09-03-1999,,,med,11,28-29,
HAI5,Haiti,5,Jean-Kévin Duverne,base,pegada,0,,DEF,KAA Gent (BEL),12-07-1997,1.84,76,high,11,28-29,2026-06-12
HAI6,Haiti,6,Ricardo Adé,base,pegada,0,,DEF,LDU Quito (ECU),21-05-1990,1.90,84,high,11,28-29,2026-06-09
HAI7,Haiti,7,Duke Lacroix,base,pegada,1,,DEF,Colorado Springs Switchbacks (USA),14-10-1993,1.75,70,med,11,28-29,2026-06-12
HAI8,Haiti,8,Garven Metusala,base,pegada,0,,DEF,Colorado Springs Switchbacks (USA),31-12-1999,1.86,,med,11,28-29,2026-06-16
HAI9,Haiti,9,Hannes Delcroix,base,pegada,0,,DEF,FC Lugano (SUI),28-02-1999,1.85,80,high,11,28-29,2026-06-12
HAI10,Haiti,10,Leverton Pierre,base,falta,0,,MED,FC Vizela (POR),09-03-1998,1.78,,med,11,28-29,
HAI11,Haiti,11,Danley Jean Jacques,base,pegada,1,,MED,Philadelphia Union (USA),20-05-2000,1.82,75,high,11,28-29,2026-06-12
HAI12,Haiti,12,Jean-Ricner Bellegarde,base,falta,0,,MED,Wolverhampton (ENG),27-06-1998,1.80,70,high,11,28-29,
HAI13,Haiti,13,Foto equipo,base,falta,0,,,,,,,,11,28-29,
HAI14,Haiti,14,Christopher Attys,base,pegada,0,,MED,Calcio Lecco (ITA),,1.86,,med,11,28-29,
HAI15,Haiti,15,Derrick Etienne Jr,base,pegada,1,,DEL,Toronto FC (CAN),01-04-1996,1.78,72,med,11,28-29,2026-06-14
HAI16,Haiti,16,Josué Casimir,base,pegada,2,,DEL,AJ Auxerre (FRA),,,,med,11,28-29,2026-06-12
HAI17,Haiti,17,Ruben Providence,base,falta,0,,DEL,Almere City (NED),07-01-2001,1.76,,med,11,28-29,
HAI18,Haiti,18,Duckens Nazon,base,pegada,2,,DEL,Esteghlal (IRN),07-04-1994,1.85,78,high,11,28-29,2026-06-12
HAI19,Haiti,19,Louicius Deedson,base,pegada,1,,DEL,FC Dallas (USA),11-02-2001,1.78,70,med,11,28-29,2026-06-12
HAI20,Haiti,20,Frantzdy Pierrot,base,pegada,0,,DEL,Caykur Rizespor (TUR),02-01-1995,1.90,85,med,11,28-29,2026-06-10
IRN1,Iran,1,Escudo (foil),T2,pegada,0,escudo foil,,,,,,,27,62-63,2026-06-10
IRN2,Iran,2,Alireza Beiranvand,base,pegada,0,,POR,Tractor (IRN),21-09-1992,1.94,86,high,27,62-63,
IRN3,Iran,3,Morteza Pouraliganji,base,pegada,1,,DEF,Persepolis (IRN),19-04-1992,1.84,76,high,27,62-63,
IRN4,Iran,4,Ehsan Hajsafi,base,pegada,0,,DEF,Sepahan (IRN),25-02-1990,1.78,73,high,27,62-63,
IRN5,Iran,5,Milad Mohammadi,base,pegada,0,,DEF,Persepolis (IRN),29-09-1993,1.81,76,high,27,62-63,
IRN6,Iran,6,Shojae Khalilzadeh,base,pegada,,,DEF,Tractor (IRN),14-05-1989,1.87,80,high,27,62-63,2026-06-07
IRN7,Iran,7,Ramin Rezaeian,base,pegada,1,,DEF,Sepahan (IRN),21-03-1990,1.83,74,high,27,62-63,2026-06-12
IRN8,Iran,8,Hossein Kanaani,base,tengo,0,,DEF,Persepolis (IRN),23-03-1994,1.86,80,med,27,62-63,2026-06-15
IRN9,Iran,9,Sadegh Moharrami,base,pegada,0,,DEF,Dinamo Zagreb (CRO),01-03-1996,1.78,72,med,27,62-63,2026-06-12
IRN10,Iran,10,Saleh Hardani,base,pegada,0,,DEF,Esteghlal (IRN),24-04-1998,1.80,,med,27,62-63,
IRN11,Iran,11,Saeed Ezatolahi,base,pegada,1,,MED,Shabab Al-Ahli (UAE),01-10-1996,1.90,82,high,27,62-63,2026-06-12
IRN12,Iran,12,Saman Ghoddos,base,tengo,0,,MED,Kalba FC (UAE),06-09-1993,1.75,72,high,27,62-63,2026-06-15
IRN13,Iran,13,Foto equipo,base,tengo,0,,,,,,,,27,62-63,2026-06-17
IRN14,Iran,14,Omid Noorafkan,base,pegada,1,,DEF,Sepahan (IRN),09-04-1997,1.84,75,med,27,62-63,2026-06-12
IRN15,Iran,15,Roozbeh Cheshmi,base,pegada,0,,MED,Esteghlal (IRN),24-07-1993,1.94,85,high,27,62-63,
IRN16,Iran,16,Mohammad Mohebi,base,pegada,1,,DEL,Rostov (RUS),20-12-1998,1.86,76,med,27,62-63,
IRN17,Iran,17,Sardar Azmoun,base,pegada,1,,DEL,Shabab Al-Ahli (UAE),01-01-1995,1.86,78,high,27,62-63,
IRN18,Iran,18,Mehdi Taremi,base,pegada,1,,DEL,Olympiacos (GRE),18-07-1992,1.87,75,high,27,62-63,
IRN19,Iran,19,Alireza Jahanbakhsh,base,pegada,2,,DEL,Dender (BEL),11-08-1993,1.81,73,high,27,62-63,2026-06-13
IRN20,Iran,20,Ali Gholizadeh,base,pegada,1,,DEL,Lech Poznan (POL),10-03-1996,1.76,70,high,27,62-63,2026-06-12
IRQ1,Irak,1,Escudo (foil),T2,pegada,0,escudo foil,,,,,,,35,78-79,2026-06-13
IRQ2,Irak,2,Jalal Hassan,base,falta,0,,POR,Al-Zawraa (IRQ),18-05-1991,1.85,,high,35,78-79,
IRQ3,Irak,3,Rebin Sulaka,base,pegada,0,,DEF,Port FC (THA),24-04-1992,1.92,,med,35,78-79,
IRQ4,Irak,4,Hussein Ali,base,pegada,2,,DEF,Pogon Szczecin (POL),01-03-2002,1.80,,med,35,78-79,2026-06-13
IRQ5,Irak,5,Akam Hashem,base,tengo,0,,DEF,Al-Zawraa (IRQ),16-08-1998,,,med,35,78-79,2026-06-17
IRQ6,Irak,6,Merchas Doski,base,pegada,0,,DEF,Viktoria Plzen (CZE),07-12-1999,1.73,,high,35,78-79,
IRQ7,Irak,7,Zaid Tahseen,base,tengo,0,,DEF,Pakhtakor (UZB),,,,low,35,78-79,2026-06-15
IRQ8,Irak,8,Manaf Younis,base,pegada,0,,DEF,Al-Shorta (IRQ),,,,low,35,78-79,2026-06-09
IRQ9,Irak,9,Zidane Iqbal,base,pegada,1,,MED,FC Utrecht (NED),27-04-2003,1.81,70,high,35,78-79,2026-06-13
IRQ10,Irak,10,Amir Al-Ammari,base,pegada,0,,MED,Cracovia (POL),27-07-1997,1.80,74,high,35,78-79,
IRQ11,Irak,11,Ibrahim Bayesh,base,falta,0,,MED,Al-Dhafra (UAE),01-05-2000,1.80,,med,35,78-79,
IRQ12,Irak,12,Ali Jasim,base,falta,0,,DEL,Como (ITA),20-01-2004,1.78,70,high,35,78-79,
IRQ13,Irak,13,Foto equipo,base,falta,0,,,,,,,,35,78-79,
IRQ14,Irak,14,Youssef Amyn,base,pegada,0,,MED,AEK Larnaca (CYP),21-08-2003,1.72,,high,35,78-79,2026-06-14
IRQ15,Irak,15,Aymar Sher,base,pegada,1,,MED,Sarpsborg 08 (NOR),20-12-2002,1.80,,high,35,78-79,
IRQ16,Irak,16,Marko Farji,base,falta,0,,MED,Venezia (ITA),16-03-2004,1.84,,high,35,78-79,
IRQ17,Irak,17,Osama Rashid,base,falta,0,,MED,Erbil SC (IRQ),17-01-1992,1.78,,med,35,78-79,
IRQ18,Irak,18,Ali Al-Hamadi,base,pegada,0,,DEL,Ipswich Town (ENG),01-03-2002,1.87,78,high,35,78-79,2026-06-14
IRQ19,Irak,19,Aymen Hussein,base,pegada,1,,DEL,Al-Karma (IRQ),22-03-1996,1.85,,med,35,78-79,2026-06-13
IRQ20,Irak,20,Mohanad Ali,base,pegada,1,,DEL,Dibba Al-Fujairah (UAE),20-06-2000,1.83,78,high,35,78-79,
CIV1,Costa de Marfil,1,Escudo (foil),T2,pegada,0,escudo foil,,,,,,,19,44-45,2026-06-13
CIV2,Costa de Marfil,2,Yahia Fofana,base,pegada,0,,POR,Angers SCO (FRA),21-08-2000,1.94,85,high,19,44-45,2026-06-09
CIV3,Costa de Marfil,3,Ghislain Konan,base,pegada,0,,DEF,Gil Vicente (POR),27-12-1995,1.76,70,high,19,44-45,2026-06-09
CIV4,Costa de Marfil,4,Wilfried Singo,base,perdida,0,,DEF,Galatasaray (TUR),25-12-2000,1.90,85,high,19,44-45,2026-06-06
CIV5,Costa de Marfil,5,Odilon Kossounou,base,tengo,0,,DEF,Atalanta (ITA),04-01-2001,1.91,81,high,19,44-45,2026-06-17
CIV6,Costa de Marfil,6,Evan Ndicka,base,pegada,1,,DEF,AS Roma (ITA),20-08-1999,1.92,85,high,19,44-45,2026-06-09
CIV7,Costa de Marfil,7,Willy Boly,base,pegada,0,,DEF,Al-Shabab (KSA),03-02-1991,1.95,90,med,19,44-45,2026-06-09
CIV8,Costa de Marfil,8,Emmanuel Agbadou,base,pegada,0,,DEF,Wolverhampton (ENG),17-06-1997,1.92,85,high,19,44-45,
CIV9,Costa de Marfil,9,Ousmane Diomandé,base,falta,0,,DEF,Sporting CP (POR),04-12-2003,1.90,82,high,19,44-45,
CIV10,Costa de Marfil,10,Franck Kessié,base,pegada,0,,MED,Al-Ahli (KSA),19-12-1996,1.83,80,high,19,44-45,2026-06-16
CIV11,Costa de Marfil,11,Seko Fofana,base,pegada,0,,MED,Stade Rennais (FRA),07-05-1995,1.83,78,med,19,44-45,2026-06-09
CIV12,Costa de Marfil,12,Ibrahim Sangaré,base,pegada,0,,MED,Nottingham Forest (ENG),02-12-1997,1.91,78,high,19,44-45,
CIV13,Costa de Marfil,13,Foto equipo,base,tengo,0,,,,,,,,19,44-45,2026-06-17
CIV14,Costa de Marfil,14,Jean-Philippe Gbamin,base,falta,0,,MED,FC Metz (FRA),25-09-1995,1.86,82,med,19,44-45,
CIV15,Costa de Marfil,15,Amad Diallo,base,falta,0,,DEL,Manchester United (ENG),11-07-2002,1.73,68,high,19,44-45,
CIV16,Costa de Marfil,16,Sébastien Haller,base,pegada,0,,DEL,FC Utrecht (NED),22-06-1994,1.90,82,high,19,44-45,2026-06-09
CIV17,Costa de Marfil,17,Simon Adingra,base,pegada,0,,DEL,AS Monaco (FRA),01-01-2002,1.75,70,high,19,44-45,2026-06-09
CIV18,Costa de Marfil,18,Yan Diomandé,base,tengo,0,,DEL,RB Leipzig (GER),14-11-2006,1.80,72,high,19,44-45,2026-06-15
CIV19,Costa de Marfil,19,Evann Guessand,base,falta,0,,DEL,Crystal Palace (ENG),01-07-2001,1.88,80,high,19,44-45,
CIV20,Costa de Marfil,20,Oumar Diakité,base,pegada,0,,DEL,Cercle Brugge (BEL),20-12-2003,1.85,75,high,19,44-45,2026-06-13
JPN1,Japon,1,Escudo (foil),T2,pegada,0,escudo foil,,,,,,,22,50-51,2026-06-12
JPN2,Japon,2,Zion Suzuki,base,pegada,0,,POR,Parma Calcio (ITA),21-08-2002,1.90,92,high,22,50-51,2026-06-13
JPN3,Japon,3,Henry Heroki Mochizuki,base,pegada,0,,DEF,FC Machida Zelvia (JPN),20-09-2001,1.92,81,high,22,50-51,2026-06-13
JPN4,Japon,4,Ayumu Seko,base,tengo,0,,DEF,Le Havre AC (FRA),07-06-2000,1.86,78,high,22,50-51,2026-06-15
JPN5,Japon,5,Junnosuke Suzuki,base,tengo,0,,DEF,FC Copenhagen (DEN),12-07-2003,1.80,76,high,22,50-51,2026-06-17
JPN6,Japon,6,Shogo Taniguchi,base,falta,0,,DEF,Sint-Truiden (BEL),15-07-1991,1.83,78,high,22,50-51,
JPN7,Japon,7,Tsuyoshi Watanabe,base,pegada,0,,DEF,Feyenoord (NED),07-02-1997,1.88,80,high,22,50-51,2026-06-12
JPN8,Japon,8,Kaishu Sano,base,tengo,0,,MED,FSV Mainz 05 (GER),30-12-2000,1.76,67,high,22,50-51,2026-06-17
JPN9,Japon,9,Yuki Soma,base,falta,0,,MED,FC Machida Zelvia (JPN),25-02-1997,1.66,68,high,22,50-51,
JPN10,Japon,10,Ao Tanaka,base,falta,0,,MED,Leeds United (ENG),10-09-1998,1.80,70,high,22,50-51,
JPN11,Japon,11,Daichi Kamada,base,pegada,0,,MED,Crystal Palace (ENG),05-08-1996,1.84,74,high,22,50-51,2026-06-10
JPN12,Japon,12,Takefusa Kubo,base,falta,0,,MED,Real Sociedad (ESP),04-06-2001,1.73,67,high,22,50-51,
JPN13,Japon,13,Foto equipo,base,perdida,0,,,,,,,,22,50-51,2026-06-06
JPN14,Japon,14,Ritsu Doan,base,falta,0,,MED,Eintracht Frankfurt (GER),16-06-1998,1.72,70,high,22,50-51,
JPN15,Japon,15,Keito Nakamura,base,falta,0,,DEL,Stade de Reims (FRA),28-07-2000,1.80,73,high,22,50-51,
JPN16,Japon,16,Takumi Minamino,base,pegada,0,,MED,AS Monaco (FRA),16-01-1995,1.74,68,high,22,50-51,2026-06-10
JPN17,Japon,17,Shuto Machino,base,falta,0,,DEL,Borussia Monchengladbach (GER),30-09-1999,1.85,81,high,22,50-51,
JPN18,Japon,18,Junya Ito,base,falta,0,,MED,Stade Rennais (FRA),09-03-1993,1.76,66,high,22,50-51,
JPN19,Japon,19,Koki Ogawa,base,falta,0,,DEL,NEC Nijmegen (NED),08-08-1997,1.86,78,high,22,50-51,
JPN20,Japon,20,Ayase Ueda,base,pegada,0,,DEL,Feyenoord (NED),28-08-1998,1.82,76,high,22,50-51,2026-06-10
JOR1,Jordania,1,Escudo (foil),T2,pegada,0,escudo foil,,,,,,,40,88-89,2026-06-10
JOR2,Jordania,2,Yazeed Abulaila,base,tengo,0,,POR,Al-Hussein (JOR),08-01-1993,1.89,85,high,40,88-89,2026-06-15
JOR3,Jordania,3,Ihsan Haddad,base,pegada,0,,DEF,Al-Hussein (JOR),05-02-1994,,,med,40,88-89,2026-06-12
JOR4,Jordania,4,Mohammad Abu Hashish,base,falta,0,,DEF,Al-Karma (IRQ),09-05-1995,1.77,,med,40,88-89,
JOR5,Jordania,5,Yazan Al-Arab,base,pegada,1,,DEF,FC Seoul (KOR),31-01-1996,1.87,,high,40,88-89,2026-06-13
JOR6,Jordania,6,Abdallah Nasib,base,pegada,1,,DEF,Al-Zawraa (IRQ),25-02-1994,1.83,,med,40,88-89,2026-06-13
JOR7,Jordania,7,Saleem Obaid,base,pegada,0,,DEF,Al-Hussein (JOR),17-01-1992,1.85,,med,40,88-89,2026-06-12
JOR8,Jordania,8,Mohammad Abualnadi,base,pegada,0,,DEF,Selangor FC (MAS),08-02-2001,1.86,,high,40,88-89,
JOR9,Jordania,9,Ibrahim Saadeh,base,pegada,1,,MED,Al-Karma (IRQ),27-04-2000,1.81,,med,40,88-89,2026-06-13
JOR10,Jordania,10,Nizar Al-Rashdan,base,tengo,0,,MED,Qatar SC (QAT),23-03-1999,1.85,,med,40,88-89,2026-06-15
JOR11,Jordania,11,Noor Al-Rawabdeh,base,pegada,1,,MED,Selangor FC (MAS),24-02-1997,1.78,,med,40,88-89,2026-06-12
JOR12,Jordania,12,Mohannad Abu Taha,base,pegada,,,MED,Al-Quwa Al-Jawiya (IRQ),02-02-2003,1.77,,med,40,88-89,2026-06-13
JOR13,Jordania,13,Foto equipo,base,falta,0,,,,,,,,40,88-89,
JOR14,Jordania,14,Amer Jamous,base,pegada,1,,MED,Al-Zawraa (IRQ),03-07-2002,1.74,,med,40,88-89,2026-06-13
JOR15,Jordania,15,Musa Al-Taamari,base,tengo,0,,DEL,Stade Rennais (FRA),10-06-1997,1.78,,high,40,88-89,2026-06-15
JOR16,Jordania,16,Yazan Al-Naimat,base,pegada,0,,DEL,Al-Arabi (QAT),04-06-1999,1.80,77,high,40,88-89,2026-06-12
JOR17,Jordania,17,Mahmoud Al-Mardi,base,pegada,0,,DEL,Al-Hussein (JOR),06-10-1993,1.78,,med,40,88-89,2026-06-13
JOR18,Jordania,18,Ali Olwan,base,pegada,1,,DEL,Al-Sailiya (QAT),26-03-2000,1.78,78,high,40,88-89,2026-06-13
JOR19,Jordania,19,Mohammad Abu Zrayq,base,tengo,0,,DEL,Raja Casablanca (MAR),30-12-1997,1.68,,med,40,88-89,2026-06-15
JOR20,Jordania,20,Ibrahim Sabra,base,pegada,0,,DEL,Lokomotiva Zagreb (CRO),01-02-2006,1.85,,med,40,88-89,2026-06-12
MEX1,Mexico,1,Escudo (foil),T2,falta,0,escudo foil,,,,,,,1,8-9,
MEX2,Mexico,2,Luis Malagón,base,falta,0,,POR,Club America (MEX),02-03-1997,1.80,76,high,1,8-9,
MEX3,Mexico,3,Johan Vásquez,base,pegada,1,,DEF,Genoa CFC (ITA),22-10-1998,1.82,72,high,1,8-9,2026-06-13
MEX4,Mexico,4,Jorge Sánchez,base,falta,0,,DEF,PAOK (GRE),10-12-1997,1.81,71,high,1,8-9,
MEX5,Mexico,5,César Montes,base,falta,0,,DEF,Lokomotiv Moscu (RUS),24-02-1997,1.95,88,high,1,8-9,
MEX6,Mexico,6,Jesús Gallardo,base,tengo,0,,DEF,Deportivo Toluca (MEX),15-08-1994,1.79,72,high,1,8-9,2026-06-15
MEX7,Mexico,7,Israel Reyes,base,pegada,0,,DEF,Club America (MEX),23-05-2000,1.79,74,high,1,8-9,
MEX8,Mexico,8,Diego Lainez,base,tengo,0,,MED,Tigres UANL (MEX),09-06-2000,1.68,58,high,1,8-9,2026-06-17
MEX9,Mexico,9,Carlos Rodríguez,base,falta,0,,MED,Cruz Azul (MEX),03-01-1997,1.71,65,high,1,8-9,
MEX10,Mexico,10,Edson Álvarez,base,pegada,0,,MED,West Ham United (ENG),24-10-1997,1.87,73,high,1,8-9,
MEX11,Mexico,11,Orbelín Pineda,base,pegada,0,,MED,AEK Atenas (GRE),24-03-1996,1.70,66,high,1,8-9,
MEX12,Mexico,12,Marcel Ruiz,base,falta,0,,MED,Deportivo Toluca (MEX),26-10-2000,1.82,68,high,1,8-9,
MEX13,Mexico,13,Foto equipo,base,pegada,0,,,,,,,,1,8-9,2026-06-12
MEX14,Mexico,14,Érick Sánchez,base,pegada,0,,MED,Club America (MEX),27-09-1999,1.67,60,high,1,8-9,
MEX15,Mexico,15,Hirving Lozano,base,pegada,0,,DEL,San Diego FC (USA),30-07-1995,1.74,70,high,1,8-9,
MEX16,Mexico,16,Santiago Giménez,base,falta,0,,DEL,AC Milan (ITA),18-04-2001,1.83,78,high,1,8-9,
MEX17,Mexico,17,Raúl Jiménez,base,pegada,0,,DEL,Fulham FC (ENG),05-05-1991,1.90,76,high,1,8-9,2026-06-09
MEX18,Mexico,18,Alexis Vega,base,pegada,0,,DEL,Deportivo Toluca (MEX),25-11-1997,1.74,71,high,1,8-9,2026-06-09
MEX19,Mexico,19,Roberto Alvarado,base,pegada,0,,DEL,Guadalajara (MEX),07-09-1998,1.68,65,high,1,8-9,
MEX20,Mexico,20,César Huerta,base,pegada,1,,DEL,RSC Anderlecht (BEL),03-12-2000,1.73,60,high,1,8-9,2026-06-14
MAR1,Marruecos,1,Escudo (foil),T2,pegada,0,escudo foil,,,,,,,10,26-27,2026-06-09
MAR2,Marruecos,2,Yassine Bounou,base,pegada,0,,POR,Al-Hilal (KSA),05-04-1991,1.92,80,high,10,26-27,2026-06-10
MAR3,Marruecos,3,Munir El Kajoui,base,pegada,0,,POR,RS Berkane (MAR),10-05-1989,1.91,88,high,10,26-27,2026-06-12
MAR4,Marruecos,4,Achraf Hakimi,base,pegada,0,,DEF,Paris Saint-Germain (FRA),04-11-1998,1.81,73,high,10,26-27,2026-06-13
MAR5,Marruecos,5,Noussair Mazraoui,base,falta,0,,DEF,Manchester United (ENG),14-11-1997,1.83,70,high,10,26-27,
MAR6,Marruecos,6,Nayef Aguerd,base,pegada,1,,DEF,Olympique de Marseille (FRA),30-03-1996,1.90,78,high,10,26-27,2026-06-16
MAR7,Marruecos,7,Romain Saïss,base,pegada,0,,DEF,Al-Sadd (QAT),26-03-1990,1.88,80,med,10,26-27,2026-06-12
MAR8,Marruecos,8,Jawad El Yamiq,base,pegada,0,,DEF,Real Zaragoza (ESP),29-02-1992,1.90,73,high,10,26-27,2026-06-13
MAR9,Marruecos,9,Adam Masina,base,falta,0,,DEF,Torino FC (ITA),02-01-1994,1.89,78,high,10,26-27,
MAR10,Marruecos,10,Sofyan Amrabat,base,pegada,0,,MED,Real Betis (ESP),21-08-1996,1.85,76,high,10,26-27,2026-06-10
MAR11,Marruecos,11,Azzedine Ounahi,base,pegada,0,,MED,Girona FC (ESP),19-04-2000,1.81,70,high,10,26-27,2026-06-12
MAR12,Marruecos,12,Eliesse Ben Seghir,base,falta,0,,DEL,Bayer Leverkusen (GER),16-02-2005,1.78,68,high,10,26-27,
MAR13,Marruecos,13,Foto equipo,base,falta,0,,,,,,,,10,26-27,
MAR14,Marruecos,14,Bilal El Khannouss,base,falta,0,,MED,VfB Stuttgart (GER),10-05-2004,1.79,70,high,10,26-27,
MAR15,Marruecos,15,Ismael Saibari,base,falta,0,,MED,PSV Eindhoven (NED),28-01-2001,1.85,75,high,10,26-27,
MAR16,Marruecos,16,Youssef En-Nesyri,base,falta,0,,DEL,Fenerbahce (TUR),01-06-1997,1.89,79,high,10,26-27,
MAR17,Marruecos,17,Abde Ezzalzouli,base,falta,0,,DEL,Real Betis (ESP),17-12-2001,1.77,72,high,10,26-27,
MAR18,Marruecos,18,Soufiane Rahimi,base,pegada,0,,DEL,Al Ain (UAE),02-06-1996,1.80,73,high,10,26-27,2026-06-13
MAR19,Marruecos,19,Brahim Díaz,base,falta,0,,MED,Real Madrid (ESP),03-08-1999,1.71,72,high,10,26-27,
MAR20,Marruecos,20,Ayoub El Kaabi,base,falta,0,,DEL,Olympiacos (GRE),25-06-1993,1.85,78,high,10,26-27,
NED1,Paises Bajos,1,Escudo (foil),T2,falta,0,escudo foil,,,,,,,21,48-49,
NED2,Paises Bajos,2,Bart Verbruggen,base,pegada,0,,POR,Brighton Hove Albion (ENG),18-08-2002,1.93,82,high,21,48-49,2026-06-14
NED3,Paises Bajos,3,Virgil van Dijk,T3,pegada,0,,DEF,Liverpool FC (ENG),08-07-1991,1.95,92,high,21,48-49,2026-06-09
NED4,Paises Bajos,4,Micky van de Ven,base,pegada,0,,DEF,Tottenham Hotspur (ENG),19-04-2001,1.93,74,high,21,48-49,
NED5,Paises Bajos,5,Jurriën Timber,base,pegada,1,,DEF,Arsenal FC (ENG),17-06-2001,1.79,74,high,21,48-49,2026-06-13
NED6,Paises Bajos,6,Denzel Dumfries,base,pegada,1,,DEF,Inter de Milan (ITA),18-04-1996,1.88,80,high,21,48-49,2026-06-14
NED7,Paises Bajos,7,Nathan Aké,base,pegada,0,,DEF,Manchester City (ENG),18-02-1995,1.80,75,high,21,48-49,2026-06-12
NED8,Paises Bajos,8,Jeremie Frimpong,base,pegada,0,,DEF,Liverpool FC (ENG),10-12-2000,1.71,66,high,21,48-49,
NED9,Paises Bajos,9,Jan Paul van Hecke,base,pegada,2,,DEF,Brighton Hove Albion (ENG),08-06-2000,1.88,78,high,21,48-49,2026-06-13
NED10,Paises Bajos,10,Tijjani Reijnders,base,pegada,1,,MED,Manchester City (ENG),29-07-1998,1.85,70,high,21,48-49,2026-06-14
NED11,Paises Bajos,11,Ryan Gravenberch,base,pegada,0,,MED,Liverpool FC (ENG),16-05-2002,1.90,78,high,21,48-49,2026-06-12
NED12,Paises Bajos,12,Teun Koopmeiners,base,pegada,0,,MED,Juventus (ITA),28-02-1998,1.84,76,high,21,48-49,
NED13,Paises Bajos,13,Foto equipo,base,falta,0,,,,,,,,21,48-49,
NED14,Paises Bajos,14,Frenkie de Jong,base,pegada,1,,MED,FC Barcelona (ESP),12-05-1997,1.81,74,high,21,48-49,2026-06-13
NED15,Paises Bajos,15,Xavi Simons,base,pegada,2,,MED,RB Leipzig (GER),21-04-2003,1.79,70,high,21,48-49,2026-06-14
NED16,Paises Bajos,16,Justin Kluivert,base,pegada,0,,DEL,AFC Bournemouth (ENG),05-05-1999,1.71,68,high,21,48-49,2026-06-12
NED17,Paises Bajos,17,Memphis Depay,base,pegada,0,,DEL,Corinthians (BRA),13-02-1994,1.76,78,high,21,48-49,2026-06-13
NED18,Paises Bajos,18,Donyell Malen,base,pegada,0,,DEL,Aston Villa (ENG),19-01-1999,1.81,73,high,21,48-49,2026-06-09
NED19,Paises Bajos,19,Wout Weghorst,base,pegada,0,,DEL,AFC Ajax (NED),07-08-1992,1.97,84,high,21,48-49,2026-06-16
NED20,Paises Bajos,20,Cody Gakpo,base,falta,0,,DEL,Liverpool FC (ENG),07-05-1999,1.93,76,high,21,48-49,
NZL1,Nueva Zelanda,1,Escudo (foil),T2,falta,0,escudo foil,,,,,,,28,64-65,
NZL2,Nueva Zelanda,2,Max Crocombe,base,tengo,0,,POR,Millwall FC (ENG),12-08-1993,1.94,88,high,28,64-65,2026-06-15
NZL3,Nueva Zelanda,3,Alex Paulsen,base,falta,0,,POR,AFC Bournemouth (ENG),04-07-2002,1.93,82,high,28,64-65,
NZL4,Nueva Zelanda,4,Michael Boxall,base,pegada,1,,DEF,Minnesota United (USA),18-08-1988,1.91,88,high,28,64-65,2026-06-13
NZL5,Nueva Zelanda,5,Liberato Cacace,base,pegada,0,,DEF,Wrexham AFC (WAL),27-09-2000,1.84,76,high,28,64-65,
NZL6,Nueva Zelanda,6,Tim Payne,base,pegada,1,,DEF,Auckland FC (NZL),10-01-1994,1.83,76,high,28,64-65,
NZL7,Nueva Zelanda,7,Tyler Bindon,base,pegada,0,,DEF,Nottingham Forest (ENG),27-01-2005,1.88,76,high,28,64-65,2026-06-07
NZL8,Nueva Zelanda,8,Francis de Vries,base,pegada,2,,DEF,Auckland FC (NZL),28-11-1994,1.88,78,med,28,64-65,2026-06-13
